ID_Pedido ; Data ; Produto ; Categoria ; Quantidade ; Preco_Unitario ; Receita_Bruta ; Desconto ; Receita_Liquida ; Regiao ; Canal_Venda ; Status_Entrega ; Estado_UF ; Custo_Unitario ; Custo_Total ; Lucro_Liquido ; Margem_Lucro_Porcentagem ; Idade_Cliente ; Genero_Cliente ; Faixa_Etaria ; Valor_Frete ; Dias_Entrega ; Transportadora ; Meio_Pagamento ; Avaliacao_Cliente;Ano_de_Venda
1081;45852;Console Lenovo Legion Go;Eletrodomésticos & TV;7;2620;18340;0,15;15589;Sudeste;Marketplace;Entregue;RJ;1598,2;11187,4;4401,6;0,282352941;80;Não Informado;50+;142;4;Correios;Cartão de Crédito;1;2025
1100;45696;Mouse Gamer Logitech G203;Acessórios;9;968;8712;0,15;7405,2;Sudeste;Online;Entregue;ES;629,2;5662,8;1742,4;0,235294118;95;Não Informado;50+;15;8;LogTech Express;PIX;4;2025
1119;45956;Placa de Video RTX 4070 Super;Computadores;1;709;709;0;709;Nordeste;Online;Cancelado;PI;361,59;361,59;347,41;0,49;83;Masculino;50+;48;0;TransFrete;PIX;4;2025
1124;45789;Carregador de Pilhas Sony com 4 Pilhas;Eletrodomésticos & TV;3;2498;7494;0,15;6369,9;Nordeste;Marketplace;Cancelado;BA;1648,68;4946,04;1423,86;0,223529412;86;Masculino;50+;65;0;TransFrete;Voucher;1;2025
1147;45794;Samsung Galaxy Buds3 Pro;Acessórios;3;2753;8259;0;8259;Norte;Online;Cancelado;AP;1651,8;4955,4;3303,6;0,4;66;Não Informado;50+;157;0;Correios;Voucher;5;2025
1165;45784;Nothing Phone (2a);Celulares;6;2923;17538;0,15;14907,3;Nordeste;Loja Física;Cancelado;MA;1724,57;10347,42;4559,88;0,305882353;31;Feminino;30-49;166;0;TransFrete;Boleto;1;2025
1168;45715;Headphone Sony WH-1000XM5;Acessórios;8;4886;39088;0,1;35179,2;Sudeste;Online;Em trânsito;SP;2687,3;21498,4;13680,8;0,388888889;70;Masculino;50+;46;3;Correios;PIX;1;2025
1179;45673;Xiaomi 14 Ultra;Celulares;9;786;7074;0;7074;Sudeste;Marketplace;Entregue;SP;487,32;4385,88;2688,12;0,38;28;Masculino;18-29;98;16;Correios;PIX;5;2025
1191;45674;Apple TV 4K 64GB;Eletrodomésticos & TV;2;1003;2006;0,1;1805,4;Nordeste;Loja Física;Em trânsito;RN;511,53;1023,06;782,34;0,433333333;33;Masculino;30-49;174;4;LogTech Express;Voucher;5;2025
1194;46003;Placa de Video RTX 4071 Super;Computadores;10;109;1090;0,1;981;Nordeste;Marketplace;Entregue;CE;53,41;534,1;446,9;0,455555556;34;Masculino;30-49;96;2;Correios;Boleto;5;2025
1195;45850;Fone Bluetooth JBL Tune 520BT;Acessórios;5;3033;15165;0,15;12890,25;Nordeste;Marketplace;Em trânsito;MA;1334,52;6672,6;6217,65;0,482352941;53;Feminino;50+;37;12;LogTech Express;Voucher;3;2025
1196;45975;SSD Crucial T500 2TB;Computadores;4;2897;11588;0,15;9849,8;Sudeste;Loja Física;Entregue;RJ;1245,71;4982,84;4866,96;0,494117647;34;Não Informado;30-49;127;20;LogTech Express;Cartão de Crédito;1;2025
1197;45804;Roku Express HD;Eletrodomésticos & TV;7;2062;14434;0,15;12268,9;Centro-Oeste;Online;Entregue;MS;1154,72;8083,04;4185,86;0,341176471;83;Feminino;50+;86;19;Correios;Cartão de Crédito;4;2025
1211;45765;Amazon Fire TV Stick 4K;Eletrodomésticos & TV;7;4318;30226;0,15;25692,1;Nordeste;Loja Física;Em trânsito;BA;2072,64;14508,48;11183,62;0,435294118;26;Não Informado;18-29;40;23;TransFrete;PIX;1;2025
1229;45991;Motorola Moto G34;Celulares;5;771;3855;0,05;3662,25;Nordeste;Online;Cancelado;MA;478,02;2390,1;1272,15;0,347368421;73;Masculino;50+;86;0;TransFrete;Cartão de Crédito;3;2025
1238;45738;Xiaomi Redmi Note 12;Celulares;8;4778;38224;0,15;32490,4;Sudeste;Loja Física;Em trânsito;MG;2580,12;20640,96;11849,44;0,364705882;69;Feminino;50+;161;3;Correios;Boleto;5;2025
1246;45978;SSD Crucial T500 4TB;Computadores;7;453;3171;0,05;3012,45;Norte;Marketplace;Cancelado;PA;244,62;1712,34;1300,11;0,431578947;27;Não Informado;18-29;55;0;Correios;Voucher;1;2025
1269;45776;Console Xbox Series X 1TB;Eletrodomésticos & TV;4;105;420;0;420;Sudeste;Online;Entregue;MG;69,3;277,2;142,8;0,34;27;Não Informado;18-29;64;15;Correios;Boleto;1;2025
1274;45669;Placa de Video RTX 4071 Super;Computadores;1;3830;3830;0,1;3447;Norte;Online;Entregue;TO;2412,9;2412,9;1034,1;0,3;83;Masculino;50+;24;12;TransFrete;Voucher;3;2025
1276;45718;Motorola Moto G34;Celulares;8;1202;9616;0,05;9135,2;Centro-Oeste;Online;Entregue;GO;480,8;3846,4;5288,8;0,578947368;26;Feminino;18-29;59;25;LogTech Express;Cartão de Crédito;5;2025
1288;45723;Monitor Gamer AOC Hero 27;Computadores;8;2893;23144;0,15;19672,4;Norte;Online;Em trânsito;AP;1706,87;13654,96;6017,44;0,305882353;31;Não Informado;30-49;33;4;Correios;Voucher;5;2025
1305;45950;Controle Nintendo Switch Pro;Eletrodomésticos & TV;2;1378;2756;0,05;2618,2;Norte;Loja Física;Cancelado;AM;744,12;1488,24;1129,96;0,431578947;37;Não Informado;30-49;24;0;TransFrete;Boleto;4;2025
1306;45696;Fritadeira Air Fryer Philips Walita Essential;Eletrodomésticos & TV;10;1600;16000;0,1;14400;Nordeste;Loja Física;Em trânsito;MA;816;8160;6240;0,433333333;65;Feminino;50+;180;8;LogTech Express;Cartão de Crédito;5;2025
1310;45823;Suporte Articulado para Monitor ELG F80N;Acessórios;9;1761;15849;0,15;13471,65;Nordeste;Loja Física;Entregue;CE;986,16;8875,44;4596,21;0,341176471;52;Feminino;50+;130;12;Correios;Cartão de Crédito;3;2025
1311;45897;Xiaomi Redmi Note 14 Pro;Celulares;5;4227;21135;0;21135;Sudeste;Marketplace;Cancelado;RJ;1817,61;9088,05;12046,95;0,57;39;Feminino;30-49;113;0;TransFrete;Voucher;4;2025
1313;45698;Processador Intel Core i5-14400F;Computadores;9;2596;23364;0,15;19859,4;Nordeste;Online;Entregue;PB;1583,56;14252,04;5607,36;0,282352941;93;Masculino;50+;42;11;TransFrete;PIX;5;2025
1322;45897;Notebook Acer Swift Go;Computadores;7;2401;16807;0,1;15126,3;Norte;Marketplace;Em trânsito;TO;1536,64;10756,48;4369,82;0,288888889;27;Não Informado;18-29;29;16;LogTech Express;PIX;1;2025
1323;46015;Robo Aspirador de Po Kabum Smart 700;Eletrodomésticos & TV;5;2052;10260;0;10260;Nordeste;Marketplace;Em trânsito;BA;943,92;4719,6;5540,4;0,54;53;Não Informado;50+;110;12;TransFrete;Cartão de Crédito;2;2025
1325;45699;Xiaomi Redmi 13C;Celulares;3;4211;12633;0;12633;Nordeste;Marketplace;Cancelado;RN;2147,61;6442,83;6190,17;0,49;76;Masculino;50+;52;0;Correios;Boleto;1;2025
1327;45972;Notebook Lenovo ThinkPad E14;Computadores;5;1408;7040;0,1;6336;Centro-Oeste;Online;Cancelado;MT;802,56;4012,8;2323,2;0,366666667;32;Não Informado;30-49;137;0;LogTech Express;PIX;2;2025
1339;45703;Oppo Reno 12 Pro;Celulares;8;3592;28736;0;28736;Sudeste;Marketplace;Entregue;SP;1831,92;14655,36;14080,64;0,49;64;Feminino;50+;32;24;TransFrete;Voucher;3;2025
1354;45952;Tablet Vaio TL10;Computadores;10;2515;25150;0,1;22635;Nordeste;Loja Física;Entregue;PE;1634,75;16347,5;6287,5;0,277777778;34;Não Informado;30-49;129;14;LogTech Express;PIX;1;2025
1355;45715;OnePlus 12;Celulares;7;1835;12845;0,1;11560,5;Norte;Marketplace;Em trânsito;RR;1174,4;8220,8;3339,7;0,288888889;26;Feminino;18-29;157;20;TransFrete;PIX;2;2025
1374;45842;Smart TV Samsung Neo QLED 65;Eletrodomésticos & TV;2;4776;9552;0,15;8119,2;Norte;Online;Em trânsito;RR;3199,92;6399,84;1719,36;0,211764706;93;Feminino;50+;29;20;Correios;Cartão de Crédito;4;2025
1379;45735;Xiaomi Pad 5;Celulares;8;560;4480;0;4480;Nordeste;Online;Entregue;PI;263,2;2105,6;2374,4;0,53;77;Não Informado;50+;77;23;Correios;Boleto;1;2025
1384;45957;Xiaomi 14 Ultra;Celulares;7;4453;31171;0,15;26495,35;Nordeste;Loja Física;Entregue;RN;3072,57;21507,99;4987,36;0,188235294;31;Não Informado;30-49;121;14;LogTech Express;PIX;5;2025
1393;45769;Panela de Pressao Eletrica Mondial 5L;Eletrodomésticos & TV;7;1536;10752;0;10752;Norte;Marketplace;Em trânsito;AP;952,32;6666,24;4085,76;0,38;23;Não Informado;18-29;132;17;Correios;PIX;5;2025
1413;45828;iPhone 15 Plus;Celulares;10;3566;35660;0,05;33877;Centro-Oeste;Loja Física;Entregue;MS;2317,9;23179;10698;0,315789474;37;Masculino;30-49;176;8;LogTech Express;Cartão de Crédito;5;2025
1451;45700;Soundbar LG S40Q;Eletrodomésticos & TV;7;3651;25557;0,1;23001,3;Sudeste;Online;Em trânsito;MG;1642,95;11500,65;11500,65;0,5;74;Masculino;50+;37;20;Correios;PIX;3;2025
1456;45703;MacBook Air M3;Computadores;10;2699;26990;0,15;22941,5;Norte;Online;Cancelado;AP;1079,6;10796;12145,5;0,529411765;32;Masculino;30-49;147;0;LogTech Express;PIX;4;2025
1464;45836;Mouse Gamer Logitech G203;Acessórios;5;220;1100;0,05;1045;Nordeste;Loja Física;Entregue;SE;96,8;484;561;0,536842105;77;Não Informado;50+;74;17;TransFrete;PIX;5;2025
1474;45686;Fone Bluetooth JBL Tune 520BT;Acessórios;2;3541;7082;0,15;6019,7;Sudeste;Marketplace;Entregue;SP;1912,14;3824,28;2195,42;0,364705882;50;Não Informado;50+;95;24;LogTech Express;Voucher;4;2025
1477;45765;SSD Kingston NV2 2TB;Computadores;7;4230;29610;0,1;26649;Centro-Oeste;Online;Entregue;DF;2411,1;16877,7;9771,3;0,366666667;58;Não Informado;50+;84;19;Correios;Boleto;1;2025
1482;45973;Samsung Galaxy Z Fold 6;Celulares;2;55;110;0;110;Norte;Online;Entregue;TO;35,75;71,5;38,5;0,35;65;Feminino;50+;43;21;LogTech Express;PIX;2;2025
1490;45748;Xiaomi Redmi Note 14 Pro;Celulares;4;2867;11468;0;11468;Nordeste;Online;Em trânsito;AL;2006,9;8027,6;3440,4;0,3;56;Não Informado;50+;119;18;LogTech Express;Boleto;5;2025
1493;45740;Headset Gamer Razer BlackShark V2 X;Acessórios;9;367;3303;0,1;2972,7;Norte;Marketplace;Entregue;TO;238,55;2146,95;825,75;0,277777778;20;Feminino;18-29;114;9;TransFrete;PIX;3;2025
1496;45846;Samsung Galaxy A07;Celulares;6;4047;24282;0,05;23067,9;Sudeste;Loja Física;Entregue;ES;2266,32;13597,92;9469,98;0,410526316;71;Não Informado;50+;148;18;TransFrete;Cartão de Crédito;5;2025
1500;45968;Smart TV Philips Ambilight 55;Eletrodomésticos & TV;4;2074;8296;0,05;7881,2;Nordeste;Loja Física;Cancelado;RN;1057,74;4230,96;3650,24;0,463157895;58;Feminino;50+;150;0;Correios;Boleto;3;2025
1504;45851;Headset Gamer Razer BlackShark V2 X;Acessórios;9;2427;21843;0,05;20750,85;Norte;Online;Cancelado;AM;1431,93;12887,37;7863,48;0,378947368;56;Não Informado;50+;162;0;Correios;Boleto;3;2025
1508;45913;Carregador Sem Fio Anker Magnetic 3-in-1;Acessórios;2;118;236;0,1;212,4;Nordeste;Online;Cancelado;MA;74,34;148,68;63,72;0,3;58;Feminino;50+;93;0;LogTech Express;PIX;3;2025
1525;45792;Camera de Acao DJI Osmo Action 4;Eletrodomésticos & TV;6;4398;26388;0,15;22429,8;Nordeste;Loja Física;Cancelado;MA;2726,76;16360,56;6069,24;0,270588235;63;Feminino;50+;68;0;LogTech Express;PIX;5;2025
1533;46000;Carregador de Parede Anker Nano 30W;Acessórios;2;2662;5324;0,15;4525,4;Centro-Oeste;Marketplace;Cancelado;MS;1277,76;2555,52;1969,88;0,435294118;38;Feminino;30-49;139;0;TransFrete;PIX;5;2025
1581;45962;Smartwatch Amazfit Bip 5;Eletrodomésticos & TV;1;1856;1856;0;1856;Nordeste;Online;Entregue;AL;1224,96;1224,96;631,04;0,34;21;Masculino;18-29;56;7;Correios;Boleto;1;2025
1584;45672;Samsung Galaxy A07;Celulares;6;857;5142;0,05;4884,9;Norte;Loja Física;Entregue;RO;359,94;2159,64;2725,26;0,557894737;70;Masculino;50+;111;9;Correios;Boleto;2;2025
1603;45750;Tablet Lenovo Tab P12;Computadores;2;4266;8532;0,05;8105,4;Norte;Marketplace;Entregue;RO;1706,4;3412,8;4692,6;0,578947368;75;Masculino;50+;86;9;LogTech Express;Boleto;2;2025
1607;45911;Notebook ASUS Vivobook 15;Computadores;3;2868;8604;0,05;8173,8;Nordeste;Marketplace;Entregue;SE;1491,36;4474,08;3699,72;0,452631579;68;Não Informado;50+;142;23;LogTech Express;Boleto;1;2025
1610;45918;Notebook Gamer Dell G15;Computadores;2;3270;6540;0;6540;Nordeste;Loja Física;Em trânsito;PI;1962;3924;2616;0,4;61;Masculino;50+;112;9;TransFrete;Boleto;3;2025
1621;45996;Mini PC Beelink SER5;Computadores;3;2712;8136;0;8136;Norte;Marketplace;Cancelado;AP;1274,64;3823,92;4312,08;0,53;61;Não Informado;50+;25;0;LogTech Express;PIX;4;2025
1625;45973;Realme Note 50;Celulares;6;857;5142;0,05;4884,9;Norte;Online;Em trânsito;AM;411,36;2468,16;2416,74;0,494736842;54;Não Informado;50+;99;22;LogTech Express;Cartão de Crédito;1;2025
1641;45764;Google Chromecast com Google TV 4K;Eletrodomésticos & TV;4;2437;9748;0,05;9260,6;Centro-Oeste;Loja Física;Entregue;MS;1267,24;5068,96;4191,64;0,452631579;41;Masculino;30-49;94;20;TransFrete;Boleto;5;2025
1642;45990;Mouse Logitech Pebble M350;Acessórios;8;2227;17816;0,05;16925,2;Sudeste;Online;Em trânsito;ES;1002,15;8017,2;8908;0,526315789;85;Feminino;50+;61;6;Correios;Voucher;4;2025
1643;45815;Carregador de Parede Anker Nano 30W;Acessórios;5;565;2825;0,15;2401,25;Sudeste;Marketplace;Entregue;SP;322,05;1610,25;791;0,329411765;24;Masculino;18-29;58;21;LogTech Express;Cartão de Crédito;1;2025
1656;45980;Smartwatch Xiaomi Redmi Watch 5;Eletrodomésticos & TV;2;3249;6498;0,1;5848,2;Nordeste;Loja Física;Entregue;PB;1624,5;3249;2599,2;0,444444444;57;Feminino;50+;43;7;Correios;Voucher;1;2025
1685;45998;Caixa de Som Portatil Anker Soundcore 2;Eletrodomésticos & TV;1;1146;1146;0,1;1031,4;Sudeste;Marketplace;Cancelado;SP;710,52;710,52;320,88;0,311111111;18;Não Informado;18-29;166;0;Correios;Boleto;2;2025
1696;45886;Amazon Fire TV Stick 4K;Eletrodomésticos & TV;4;4428;17712;0,15;15055,2;Nordeste;Marketplace;Entregue;MA;2169,72;8678,88;6376,32;0,423529412;28;Não Informado;18-29;16;2;Correios;PIX;2;2025
1717;45971;Liquidificador Philips Walita ProBlend 6;Eletrodomésticos & TV;2;680;1360;0,15;1156;Sul;Loja Física;Entregue;RS;346,8;693,6;462,4;0,4;55;Não Informado;50+;74;25;Correios;Voucher;5;2025
1718;45659;Placa de Video RTX 4060 Ti;Computadores;1;650;650;0,1;585;Centro-Oeste;Loja Física;Entregue;MS;390;390;195;0,333333333;64;Não Informado;50+;87;25;Correios;Voucher;3;2025
1721;45767;Notebook Acer Aspire 5;Computadores;10;587;5870;0;5870;Sul;Loja Física;Cancelado;RS;264,15;2641,5;3228,5;0,55;37;Masculino;30-49;180;0;LogTech Express;Cartão de Crédito;3;2025
1732;45979;Motorola Moto G85;Celulares;9;2180;19620;0,1;17658;Norte;Loja Física;Cancelado;AP;1438,8;12949,2;4708,8;0,266666667;38;Masculino;30-49;17;0;TransFrete;PIX;1;2025
1743;45884;Samsung Galaxy S24;Celulares;4;3554;14216;0;14216;Norte;Online;Em trânsito;AP;1741,46;6965,84;7250,16;0,51;65;Não Informado;50+;112;14;TransFrete;Boleto;2;2025
1750;45784;Smart TV Samsung Crystal UHD 50;Eletrodomésticos & TV;8;885;7080;0;7080;Nordeste;Online;Cancelado;PE;389,4;3115,2;3964,8;0,56;73;Feminino;50+;141;0;LogTech Express;Boleto;5;2025
1756;45704;Carregador de Parede Anker Nano 30W;Acessórios;8;3071;24568;0,15;20882,8;Sul;Online;Cancelado;RS;2118,99;16951,92;3930,88;0,188235294;74;Não Informado;50+;153;0;TransFrete;PIX;5;2025
1767;45703;Smart TV Xiaomi TV A Pro 55;Eletrodomésticos & TV;7;4138;28966;0,05;27517,7;Sudeste;Marketplace;Em trânsito;RJ;2731,08;19117,56;8400,14;0,305263158;69;Masculino;50+;132;21;LogTech Express;PIX;1;2025
1772;45997;Samsung Galaxy S23 FE;Celulares;9;4925;44325;0,05;42108,75;Norte;Online;Entregue;AP;2413,25;21719,25;20389,5;0,484210526;80;Masculino;50+;79;14;TransFrete;Cartão de Crédito;4;2025
1773;45813;Placa de Video RX 7600 XT;Computadores;2;4894;9788;0,05;9298,6;Nordeste;Marketplace;Cancelado;PI;2202,3;4404,6;4894;0,526315789;79;Feminino;50+;83;0;Correios;Voucher;3;2025
1779;45672;Drone DJI Avata 2;Eletrodomésticos & TV;7;1370;9590;0;9590;Norte;Marketplace;Entregue;PA;698,7;4890,9;4699,1;0,49;79;Masculino;50+;165;8;LogTech Express;Boleto;1;2025
1780;45767;Console Asus ROG Ally X;Eletrodomésticos & TV;1;4612;4612;0,05;4381,4;Nordeste;Online;Cancelado;BA;2905,56;2905,56;1475,84;0,336842105;73;Feminino;50+;92;0;LogTech Express;Boleto;5;2025
1781;45660;Smartwatch Apple Watch Series 10;Eletrodomésticos & TV;3;3833;11499;0,15;9774,15;Centro-Oeste;Loja Física;Entregue;GO;2414,79;7244,37;2529,78;0,258823529;77;Não Informado;50+;64;16;LogTech Express;Cartão de Crédito;4;2025
1788;45890;Smart TV AOC Roku 43;Eletrodomésticos & TV;2;4730;9460;0,05;8987;Centro-Oeste;Marketplace;Cancelado;MT;1986,6;3973,2;5013,8;0,557894737;29;Não Informado;18-29;21;0;TransFrete;Boleto;3;2025
1796;45788;iPhone 14 128GB;Celulares;6;4300;25800;0,05;24510;Sul;Marketplace;Entregue;SC;2752;16512;7998;0,326315789;77;Não Informado;50+;133;13;TransFrete;Cartão de Crédito;1;2025
1799;46014;Notebook HP ProBook 440;Computadores;10;1038;10380;0,1;9342;Nordeste;Loja Física;Entregue;PB;435,96;4359,6;4982,4;0,533333333;67;Feminino;50+;60;22;Correios;Voucher;1;2025
1802;45908;Mouse Gamer Logitech G203;Acessórios;4;1807;7228;0,15;6143,8;Centro-Oeste;Marketplace;Cancelado;MT;1066,13;4264,52;1879,28;0,305882353;74;Masculino;50+;150;0;LogTech Express;Voucher;1;2025
1808;45870;Google Pixel 11 Pro;Celulares;2;4843;9686;0,15;8233,1;Sudeste;Online;Em trânsito;SP;1937,2;3874,4;4358,7;0,529411765;84;Feminino;50+;133;20;Correios;Boleto;5;2025
1834;45810;Samsung Galaxy Tab A9+;Computadores;7;4498;31486;0,05;29911,7;Nordeste;Marketplace;Entregue;BA;2383,94;16687,58;13224,12;0,442105263;28;Feminino;18-29;119;16;TransFrete;PIX;3;2025
1836;45837;Processador AMD Ryzen 7 5700X;Computadores;7;3070;21490;0,05;20415,5;Nordeste;Loja Física;Cancelado;CE;1872,7;13108,9;7306,6;0,357894737;61;Não Informado;50+;112;0;TransFrete;PIX;1;2025
1839;45916;Nokia G22;Celulares;5;1828;9140;0;9140;Nordeste;Online;Em trânsito;AL;1115,08;5575,4;3564,6;0,39;22;Feminino;18-29;40;18;TransFrete;Cartão de Crédito;1;2025
1844;45846;Mouse Gamer Razer DeathAdder Essential;Acessórios;9;3244;29196;0,1;26276,4;Nordeste;Online;Cancelado;BA;2270,8;20437,2;5839,2;0,222222222;63;Não Informado;50+;179;0;Correios;Voucher;2;2025
1849;45809;Amazon Kindle 11ª Geracao;Computadores;10;1745;17450;0,1;15705;Sudeste;Loja Física;Entregue;ES;872,5;8725;6980;0,444444444;95;Feminino;50+;161;18;TransFrete;Cartão de Crédito;5;2025
1865;45989;Notebook ASUS Zenbook 14 OLED;Computadores;6;2203;13218;0;13218;Sudeste;Loja Física;Entregue;RJ;1145,56;6873,36;6344,64;0,48;28;Não Informado;18-29;38;3;TransFrete;PIX;5;2025
1878;45969;Motorola Moto G85;Celulares;3;3610;10830;0,05;10288,5;Sul;Marketplace;Em trânsito;RS;1732,8;5198,4;5090,1;0,494736842;56;Feminino;50+;143;15;LogTech Express;Voucher;5;2025
1913;45941;Vivo V40;Celulares;6;630;3780;0,15;3213;Sudeste;Marketplace;Entregue;SP;409,5;2457;756;0,235294118;89;Não Informado;50+;30;9;Correios;Boleto;2;2025
1918;45911;Console Asus ROG Ally X;Eletrodomésticos & TV;3;3274;9822;0,15;8348,7;Norte;Marketplace;Cancelado;PA;2128,1;6384,3;1964,4;0,235294118;95;Masculino;50+;95;0;TransFrete;Cartão de Crédito;5;2025
1919;45925;Smart Lampada Wi-Fi Positivo Casa Inteligente;Eletrodomésticos & TV;8;4512;36096;0,05;34291,2;Nordeste;Loja Física;Cancelado;PE;2526,72;20213,76;14077,44;0,410526316;42;Feminino;30-49;21;0;Correios;Cartão de Crédito;4;2025
1920;45686;Sony Xperia 1 VI;Celulares;3;3536;10608;0,05;10077,6;Sudeste;Loja Física;Cancelado;RJ;2404,48;7213,44;2864,16;0,284210526;62;Não Informado;50+;24;0;TransFrete;Voucher;5;2025
1927;45841;Smartwatch Apple Watch Series 10;Eletrodomésticos & TV;6;878;5268;0;5268;Centro-Oeste;Marketplace;Entregue;MT;359,98;2159,88;3108,12;0,59;75;Masculino;50+;166;13;TransFrete;Cartão de Crédito;2;2025
1932;45903;Monitor Dell 27 4K;Computadores;1;325;325;0;325;Norte;Loja Física;Entregue;AC;208;208;117;0,36;38;Não Informado;30-49;139;6;TransFrete;Boleto;4;2025
1937;45940;Placa de Video RX 7600 XT;Computadores;1;3528;3528;0;3528;Centro-Oeste;Marketplace;Cancelado;DF;1728,72;1728,72;1799,28;0,51;34;Masculino;30-49;22;0;LogTech Express;PIX;4;2025
1941;45831;Caixa de Som Portatil Anker Soundcore 2;Eletrodomésticos & TV;4;1115;4460;0,1;4014;Norte;Online;Em trânsito;AC;624,4;2497,6;1516,4;0,377777778;65;Masculino;50+;74;18;LogTech Express;Voucher;3;2025
1942;45868;Xiaomi Redmi Note 14 Pro;Celulares;1;550;550;0,05;522,5;Nordeste;Loja Física;Cancelado;PB;275;275;247,5;0,473684211;82;Não Informado;50+;65;0;TransFrete;Boleto;1;2025
1977;45779;SSD Kingston NV2 1TB;Computadores;2;1896;3792;0,1;3412,8;Nordeste;Online;Entregue;RN;1308,24;2616,48;796,32;0,233333333;60;Feminino;50+;57;21;Correios;Voucher;1;2025
1989;45798;Console PlayStation 5 Slim;Eletrodomésticos & TV;1;2626;2626;0,15;2232,1;Centro-Oeste;Loja Física;Em trânsito;GO;1181,7;1181,7;1050,4;0,470588235;37;Feminino;30-49;99;19;TransFrete;Boleto;3;2025
1991;45910;Mouse Gamer Razer DeathAdder Essential;Acessórios;8;3900;31200;0,05;29640;Nordeste;Online;Entregue;BA;2418;19344;10296;0,347368421;83;Masculino;50+;114;22;Correios;PIX;1;2025
1992;45711;Samsung Galaxy Buds FE;Acessórios;2;1452;2904;0,05;2758,8;Norte;Marketplace;Em trânsito;RR;900,24;1800,48;958,32;0,347368421;45;Feminino;30-49;125;21;Correios;Cartão de Crédito;2;2025
2000;45757;iPhone 14 Pro;Celulares;8;3887;31096;0,1;27986,4;Norte;Online;Em trânsito;RO;2526,55;20212,4;7774;0,277777778;41;Não Informado;30-49;80;19;TransFrete;Cartão de Crédito;1;2025
2005;45672;Fone Xiaomi Redmi Buds 5 Pro;Acessórios;4;431;1724;0,15;1465,4;Centro-Oeste;Online;Em trânsito;MT;245,67;982,68;482,72;0,329411765;77;Feminino;50+;129;10;TransFrete;PIX;5;2025
2017;45771;MacBook Air M3;Computadores;4;1290;5160;0,1;4644;Norte;Marketplace;Entregue;AM;606,3;2425,2;2218,8;0,477777778;59;Não Informado;50+;176;4;LogTech Express;Cartão de Crédito;4;2025
2036;45779;Caixa de Som JBL Flip 6;Eletrodomésticos & TV;9;3598;32382;0,1;29143,8;Sudeste;Marketplace;Em trânsito;ES;1978,9;17810,1;11333,7;0,388888889;31;Masculino;30-49;155;24;TransFrete;PIX;5;2025
2039;45917;iPad Air M2;Computadores;5;3565;17825;0,15;15151,25;Norte;Online;Em trânsito;PA;2210,3;11051,5;4099,75;0,270588235;64;Feminino;50+;148;11;Correios;Boleto;1;2025
2040;45849;MacBook Air M2;Computadores;7;4039;28273;0;28273;Norte;Loja Física;Entregue;AC;2100,28;14701,96;13571,04;0,48;88;Feminino;50+;43;2;Correios;Cartão de Crédito;1;2025
2041;45910;Amazon Kindle 11ª Geracao;Computadores;1;4802;4802;0,05;4561,9;Norte;Marketplace;Entregue;TO;3025,26;3025,26;1536,64;0,336842105;47;Feminino;30-49;36;25;TransFrete;Voucher;1;2025
2049;45769;Console Xbox Series S 512GB;Eletrodomésticos & TV;7;3425;23975;0,05;22776,25;Norte;Loja Física;Entregue;AP;2294,75;16063,25;6713;0,294736842;55;Não Informado;50+;29;22;LogTech Express;Voucher;2;2025
2075;45929;Controle Nintendo Switch Pro;Eletrodomésticos & TV;6;1534;9204;0,1;8283,6;Norte;Loja Física;Cancelado;PA;920,4;5522,4;2761,2;0,333333333;85;Não Informado;50+;32;0;TransFrete;Boleto;1;2025
2078;45847;Fone Baseus Bowie Bowie WM02;Acessórios;10;951;9510;0,1;8559;Norte;Marketplace;Em trânsito;TO;475,5;4755;3804;0,444444444;23;Não Informado;18-29;65;13;TransFrete;PIX;4;2025
2083;45691;Processador Intel Core i5-14400F;Computadores;10;4059;40590;0,1;36531;Norte;Marketplace;Cancelado;AM;2597,76;25977,6;10553,4;0,288888889;46;Não Informado;30-49;82;0;TransFrete;PIX;2;2025
