Classificação_Lucro;Auditoria_De_Frete;Verificação_De_Entrega;Comissões;Classificação_Demográfica
Lucratividade Normal;Frete OK;19;138,206;Adulto
Lucratividade Normal;Frete OK;Pendente;157,13;Adulto
Lucratividade Normal;Auditar Frete;24;64,35;Adulto
Alta Lucratividade;Frete OK;17;332,956;Adulto
Lucratividade Normal;Frete OK;Pendente;205,58;Adulto
Lucratividade Normal;Auditar Frete;13;14,586;Adulto
Lucratividade Normal;Frete OK;12;313,8;Adulto
Alta Lucratividade;Frete OK;Pendente;955,85;Adulto
Lucratividade Normal;Frete OK;5;48,06;Adulto
Alta Lucratividade;Frete OK;4;437,304;Adulto
Alta Lucratividade;Frete OK;Pendente;721,95;Adulto
Lucratividade Normal;Auditar Frete;18;64,65;Adulto
Alta Lucratividade;Frete OK;24;440,028;Adulto
Lucratividade Normal;Frete OK;Pendente;166,668;Adulto
Alta Lucratividade;Frete OK;Pendente;786,771;Adulto
Lucratividade Normal;Frete OK;Pendente;94,031;Jovem
Alta Lucratividade;Frete OK;25;611,28;Adulto
Alta Lucratividade;Frete OK;Pendente;301,835;Adulto
Lucratividade Normal;Frete OK;Pendente;33,57;Adulto
Lucratividade Normal;Frete OK;Pendente;83,844;Jovem
Lucratividade Normal;Frete OK;6;97,584;Adulto
Lucratividade Normal;Frete OK;3;152,439;Jovem
Lucratividade Normal;Frete OK;Pendente;121,05;Adulto
Lucratividade Normal;Frete OK;Pendente;172,444;Adulto
Alta Lucratividade;Frete OK;Pendente;590,634;Adulto
Lucratividade Normal;Frete OK;12;483,75;Adulto
Lucratividade Normal;Frete OK;20;190,8;Adulto
Alta Lucratividade;Frete OK;Pendente;407,439;Adulto
Lucratividade Normal;Frete OK;5;88,882;Adulto
Alta Lucratividade;Frete OK;Pendente;1239,6;Adulto
Lucratividade Normal;Auditar Frete;8;53,754;Adulto
Alta Lucratividade;Frete OK;6;664,2;Adulto
Alta Lucratividade;Frete OK;Pendente;888,3;Adulto
Lucratividade Normal;Auditar Frete;Pendente;45,65;Adulto
Lucratividade Normal;Auditar Frete;23;24,208;Jovem
Lucratividade Normal;Frete OK;Pendente;441,9;Adulto
Lucratividade Normal;Frete OK;Pendente;13,608;Adulto
Alta Lucratividade;Frete OK;14;607,2;Jovem
Lucratividade Normal;Frete OK;19;115,396;Adulto
Lucratividade Normal;Frete OK;Pendente;540,4;Adulto
Alta Lucratividade;Frete OK;14;477,666;Adulto
Lucratividade Normal;Frete OK;Pendente;311,31;Adulto
Lucratividade Normal;Frete OK;14;200,165;Jovem
Lucratividade Normal;Frete OK;18;67,677;Adulto
Alta Lucratividade;Frete OK;20;663,867;Adulto
Alta Lucratividade;Frete OK;19;254,646;Adulto
Alta Lucratividade;Frete OK;19;975;Adulto
Alta Lucratividade;Frete OK;Pendente;401,88;Adulto
Lucratividade Normal;Frete OK;18;210,63;Adulto
Alta Lucratividade;Frete OK;23;625,86;Adulto
Lucratividade Normal;Frete OK;Pendente;36,346;Jovem
Alta Lucratividade;Frete OK;25;389,47;Adulto
Lucratividade Normal;Auditar Frete;22;3,276;Adulto
Alta Lucratividade;Frete OK;Pendente;707,56;Jovem
Alta Lucratividade;Frete OK;3;425,544;Adulto
Lucratividade Normal;Auditar Frete;Pendente;21,816;Adulto
Alta Lucratividade;Frete OK;16;2062,35;Adulto
Lucratividade Normal;Frete OK;23;144,21;Adulto
Alta Lucratividade;Frete OK;Pendente;432;Adulto
Alta Lucratividade;Frete OK;Pendente;341,848;Adulto
Lucratividade Normal;Frete OK;13;136,731;Adulto
Alta Lucratividade;Frete OK;19;631,008;Adulto
Alta Lucratividade;Frete OK;Pendente;828,8;Adulto
Lucratividade Normal;Frete OK;Pendente;224,656;Adulto
Lucratividade Normal;Auditar Frete;Pendente;11,85;Adulto
Lucratividade Normal;Frete OK;Pendente;174,5;Adulto
Lucratividade Normal;Frete OK;Pendente;67,644;Adulto
Lucratividade Normal;Frete OK;22;125,868;Adulto
Alta Lucratividade;Frete OK;Pendente;545,319;Jovem
Alta Lucratividade;Frete OK;Pendente;1466,8;Adulto
Alta Lucratividade;Frete OK;Pendente;782,17;Adulto
Lucratividade Normal;Frete OK;18;35,112;Adulto
Lucratividade Normal;Auditar Frete;Pendente;76,4;Adulto
Alta Lucratividade;Frete OK;2;467,248;Adulto
Lucratividade Normal;Frete OK;25;126,274;Adulto
Alta Lucratividade;Frete OK;Pendente;962,6;Adulto
Alta Lucratividade;Frete OK;24;1014,25;Adulto
Lucratividade Normal;Frete OK;Pendente;298,75;Adulto
Lucratividade Normal;Frete OK;14;89,136;Adulto
Alta Lucratividade;Frete OK;9;384,465;Jovem
Lucratividade Normal;Auditar Frete;Pendente;31,127;Adulto
Lucratividade Normal;Auditar Frete;Pendente;28,975;Adulto
Lucratividade Normal;Frete OK;Pendente;151,65;Adulto
Alta Lucratividade;Frete OK;Pendente;381,905;Adulto
Lucratividade Normal;Frete OK;Pendente;276,1;Adulto
Lucratividade Normal;Frete OK;Pendente;96,186;Adulto
Lucratividade Normal;Frete OK;Pendente;198,132;Jovem
Lucratividade Normal;Frete OK;18;83,9;Adulto
Lucratividade Normal;Frete OK;Pendente;430;Adulto
Alta Lucratividade;Frete OK;3;463,505;Adulto
Lucratividade Normal;Frete OK;Pendente;168,91;Jovem
Alta Lucratividade;Frete OK;Pendente;1575,2;Adulto
Lucratividade Normal;Frete OK;Pendente;296;Adulto
Lucratividade Normal;Frete OK;3;124,644;Adulto
Lucratividade Normal;Auditar Frete;14;26,15;Adulto
Alta Lucratividade;Frete OK;2;431,46;Adulto
Lucratividade Normal;Frete OK;Pendente;139,896;Adulto
Lucratividade Normal;Frete OK;Pendente;180,8;Adulto
Lucratividade Normal;Frete OK;Pendente;411,9;Adulto
Lucratividade Normal;Frete OK;18;177,552;Adulto
Alta Lucratividade;Frete OK;Pendente;552,881;Adulto
Lucratividade Normal;Frete OK;14;136,404;Adulto
Lucratividade Normal;Frete OK;25;68,913;Adulto
Lucratividade Normal;Auditar Frete;Pendente;17,928;Adulto
Lucratividade Normal;Auditar Frete;Pendente;28,543;Adulto
Alta Lucratividade;Frete OK;12;290,496;Adulto
Alta Lucratividade;Frete OK;Pendente;559,296;Adulto
Alta Lucratividade;Frete OK;Pendente;872,4;Adulto
Alta Lucratividade;Frete OK;4;407,736;Adulto
Lucratividade Normal;Auditar Frete;17;35,87;Jovem
Lucratividade Normal;Frete OK;Pendente;425,646;Jovem
Alta Lucratividade;Frete OK;4;1422;Adulto
Alta Lucratividade;Frete OK;Pendente;471,42;Adulto
Lucratividade Normal;Frete OK;10;108,832;Adulto
Alta Lucratividade;Frete OK;8;1049,4;Adulto
Lucratividade Normal;Frete OK;Pendente;140,828;Adulto
Lucratividade Normal;Auditar Frete;Pendente;44,496;Adulto
Alta Lucratividade;Frete OK;Pendente;1554;Jovem
Alta Lucratividade;Frete OK;Pendente;874,4;Adulto
Lucratividade Normal;Frete OK;Pendente;209,19;Adulto
Lucratividade Normal;Auditar Frete;Pendente;35,8;Jovem
Lucratividade Normal;Frete OK;8;587,6;Adulto
Lucratividade Normal;Frete OK;12;73,98;Adulto
Alta Lucratividade;Frete OK;8;926,75;Adulto
Lucratividade Normal;Frete OK;22;74,034;Jovem
Alta Lucratividade;Frete OK;19;504,798;Adulto
Alta Lucratividade;Frete OK;Pendente;653,391;Adulto
Lucratividade Normal;Auditar Frete;Pendente;85,6;Jovem
Lucratividade Normal;Frete OK;Pendente;118,71;Adulto
Alta Lucratividade;Frete OK;24;828;Adulto
Alta Lucratividade;Frete OK;Pendente;337,5;Adulto
Alta Lucratividade;Frete OK;Pendente;1534,75;Adulto
Alta Lucratividade;Frete OK;20;531,924;Adulto
Lucratividade Normal;Auditar Frete;10;24,852;Jovem
Alta Lucratividade;Frete OK;Pendente;348,27;Adulto
Alta Lucratividade;Frete OK;20;1586,2;Adulto
Lucratividade Normal;Frete OK;3;267,7;Adulto
Lucratividade Normal;Frete OK;Pendente;52,704;Jovem
Lucratividade Normal;Frete OK;Pendente;695,5;Adulto
Alta Lucratividade;Frete OK;13;623,77;Adulto
Lucratividade Normal;Auditar Frete;12;2,508;Adulto
Alta Lucratividade;Frete OK;20;1871,2;Jovem
Lucratividade Normal;Frete OK;10;108,699;Adulto
Alta Lucratividade;Frete OK;Pendente;346,94;Jovem
Lucratividade Normal;Frete OK;17;426,4;Jovem
Alta Lucratividade;Frete OK;Pendente;2131;Jovem
Lucratividade Normal;Frete OK;Pendente;391;Adulto
Alta Lucratividade;Frete OK;Pendente;423,504;Adulto
Alta Lucratividade;Frete OK;9;259,308;Adulto
Alta Lucratividade;Frete OK;24;425,106;Jovem
Lucratividade Normal;Frete OK;Pendente;136,629;Jovem
Alta Lucratividade;Frete OK;21;240,567;Adulto
Alta Lucratividade;Frete OK;Pendente;871,74;Adulto
Alta Lucratividade;Frete OK;Pendente;1413,6;Adulto
Lucratividade Normal;Frete OK;3;125,982;Jovem
Lucratividade Normal;Auditar Frete;Pendente;28,101;Adulto
Alta Lucratividade;Frete OK;9;705,996;Adulto
Lucratividade Normal;Frete OK;Pendente;212,8;Adulto
Lucratividade Normal;Frete OK;13;244,256;Jovem
Alta Lucratividade;Frete OK;14;786,08;Adulto
Alta Lucratividade;Frete OK;Pendente;865,26;Adulto
Lucratividade Normal;Frete OK;Pendente;150,926;Adulto
Lucratividade Normal;Auditar Frete;Pendente;59,2;Adulto
Alta Lucratividade;Frete OK;24;255,759;Adulto
Alta Lucratividade;Frete OK;Pendente;678,4;Adulto
Alta Lucratividade;Frete OK;2;692,41;Adulto
Alta Lucratividade;Frete OK;Pendente;305,592;Adulto
Lucratividade Normal;Frete OK;Pendente;81,624;Adulto
Alta Lucratividade;Frete OK;Pendente;1197;Adulto
Alta Lucratividade;Frete OK;Pendente;213,66;Adulto
Lucratividade Normal;Frete OK;Pendente;240,3;Adulto
Lucratividade Normal;Frete OK;Pendente;141,265;Adulto
Lucratividade Normal;Auditar Frete;Pendente;14,112;Jovem
Lucratividade Normal;Frete OK;20;78,421;Adulto
Alta Lucratividade;Frete OK;Pendente;394,079;Adulto
Lucratividade Normal;Frete OK;Pendente;233,75;Jovem
Lucratividade Normal;Frete OK;12;208,828;Adulto
Lucratividade Normal;Frete OK;Pendente;143,9;Adulto
Alta Lucratividade;Frete OK;Pendente;498,408;Adulto
Alta Lucratividade;Frete OK;17;473,765;Adulto
Alta Lucratividade;Frete OK;Pendente;450,828;Adulto
Alta Lucratividade;Frete OK;5;969,3;Adulto
Lucratividade Normal;Frete OK;9;46,132;Adulto
Alta Lucratividade;Frete OK;24;814,644;Adulto
Lucratividade Normal;Auditar Frete;7;34,68;Adulto
Lucratividade Normal;Frete OK;15;74,48;Adulto
Lucratividade Normal;Frete OK;Pendente;234,536;Adulto
Lucratividade Normal;Frete OK;Pendente;104,67;Jovem
Lucratividade Normal;Auditar Frete;Pendente;31,008;Adulto
Lucratividade Normal;Frete OK;Pendente;201,78;Adulto
Lucratividade Normal;Frete OK;Pendente;160,227;Adulto
Alta Lucratividade;Frete OK;Pendente;367,479;Adulto
Lucratividade Normal;Frete OK;13;250,65;Adulto
Lucratividade Normal;Frete OK;12;387,294;Adulto
Lucratividade Normal;Auditar Frete;19;42,192;Adulto
Lucratividade Normal;Auditar Frete;5;17,784;Adulto
Alta Lucratividade;Frete OK;9;420,831;Adulto
Alta Lucratividade;Frete OK;Pendente;394,536;Adulto
Lucratividade Normal;Frete OK;Pendente;491,8;Adulto
Lucratividade Normal;Auditar Frete;2;2,682;Adulto
Lucratividade Normal;Frete OK;3;209,559;Adulto
Alta Lucratividade;Frete OK;16;253,944;Adulto
Lucratividade Normal;Auditar Frete;24;2,5;Adulto
Lucratividade Normal;Auditar Frete;12;4,212;Adulto
Lucratividade Normal;Frete OK;17;163,6;Jovem
Lucratividade Normal;Frete OK;6;119,7;Adulto
Lucratividade Normal;Frete OK;Pendente;527,5;Adulto
Alta Lucratividade;Frete OK;5;410,4;Adulto
Alta Lucratividade;Frete OK;10;1387,35;Adulto
Lucratividade Normal;Auditar Frete;24;52,326;Adulto
Lucratividade Normal;Frete OK;12;66,528;Adulto
Alta Lucratividade;Frete OK;Pendente;950,5;Adulto
Lucratividade Normal;Frete OK;4;155,876;Adulto
Lucratividade Normal;Frete OK;Pendente;227,97;Adulto
Lucratividade Normal;Frete OK;8;107,916;Adulto
Lucratividade Normal;Auditar Frete;Pendente;38,38;Adulto
Alta Lucratividade;Frete OK;Pendente;1482,6;Adulto
Lucratividade Normal;Auditar Frete;13;22,304;Adulto
Alta Lucratividade;Frete OK;Pendente;449,694;Adulto
Lucratividade Normal;Frete OK;23;280,84;Adulto
Alta Lucratividade;Frete OK;19;471,96;Adulto
Alta Lucratividade;Frete OK;Pendente;412,56;Adulto
Alta Lucratividade;Frete OK;18;414,936;Adulto
Lucratividade Normal;Frete OK;Pendente;95,328;Adulto
Lucratividade Normal;Frete OK;Pendente;74,448;Adulto
Lucratividade Normal;Frete OK;11;89,42;Jovem
Lucratividade Normal;Frete OK;22;36,288;Adulto
Lucratividade Normal;Frete OK;14;205,632;Adulto
Alta Lucratividade;Frete OK;13;262,089;Adulto
Lucratividade Normal;Frete OK;Pendente;176,548;Adulto
Lucratividade Normal;Frete OK;Pendente;217,436;Adulto
Lucratividade Normal;Frete OK;Pendente;219,618;Adulto
Lucratividade Normal;Auditar Frete;23;33,099;Jovem
Lucratividade Normal;Frete OK;20;151,92;Jovem
Lucratividade Normal;Frete OK;16;418,6;Adulto
Lucratividade Normal;Frete OK;Pendente;94,012;Adulto
Lucratividade Normal;Frete OK;2;150,008;Adulto
Lucratividade Normal;Frete OK;Pendente;59,071;Adulto
Lucratividade Normal;Frete OK;Pendente;58,482;Adulto
Alta Lucratividade;Frete OK;20;1063;Adulto
Alta Lucratividade;Frete OK;20;1101,5;Jovem
Lucratividade Normal;Frete OK;14;203,224;Adulto
Alta Lucratividade;Frete OK;Pendente;782,95;Adulto
Alta Lucratividade;Frete OK;5;235,79;Adulto
Alta Lucratividade;Frete OK;Pendente;571,54;Jovem
Lucratividade Normal;Frete OK;Pendente;83,754;Adulto
Lucratividade Normal;Frete OK;Pendente;56,644;Adulto
Lucratividade Normal;Frete OK;19;438,75;Adulto
Alta Lucratividade;Frete OK;Pendente;485,856;Adulto
Lucratividade Normal;Frete OK;Pendente;110,8;Adulto
Lucratividade Normal;Frete OK;13;302,904;Jovem
Alta Lucratividade;Frete OK;7;653,328;Jovem
Lucratividade Normal;Auditar Frete;Pendente;95,7;Jovem
Alta Lucratividade;Frete OK;10;637,45;Adulto
Lucratividade Normal;Frete OK;Pendente;188,214;Adulto
Lucratividade Normal;Frete OK;20;38,475;Adulto
Alta Lucratividade;Frete OK;Pendente;421,6;Adulto
Alta Lucratividade;Frete OK;Pendente;592,61;Adulto
Alta Lucratividade;Frete OK;Pendente;338,751;Jovem
Lucratividade Normal;Frete OK;7;129,234;Adulto
Lucratividade Normal;Frete OK;Pendente;41,65;Jovem
Alta Lucratividade;Frete OK;Pendente;454,784;Adulto
Alta Lucratividade;Frete OK;Pendente;1153,25;Adulto
Alta Lucratividade;Frete OK;20;708,168;Adulto
Lucratividade Normal;Frete OK;Pendente;56,304;Adulto
Alta Lucratividade;Frete OK;17;402,336;Adulto
Alta Lucratividade;Frete OK;Pendente;552,52;Adulto
Lucratividade Normal;Auditar Frete;Pendente;44,136;Adulto
Lucratividade Normal;Frete OK;7;196,01;Adulto
Lucratividade Normal;Frete OK;17;185,385;Adulto
Alta Lucratividade;Frete OK;Pendente;308,75;Adulto
Lucratividade Normal;Auditar Frete;11;12,6;Adulto
Alta Lucratividade;Frete OK;Pendente;307,428;Adulto
Alta Lucratividade;Frete OK;Pendente;232,092;Adulto
Lucratividade Normal;Frete OK;Pendente;156,8;Adulto
Lucratividade Normal;Frete OK;Pendente;107,508;Adulto
Lucratividade Normal;Frete OK;2;94,62;Adulto
Lucratividade Normal;Frete OK;Pendente;65,892;Adulto
Lucratividade Normal;Frete OK;Pendente;199,155;Adulto
Lucratividade Normal;Auditar Frete;15;41,634;Adulto
Lucratividade Normal;Frete OK;17;159,12;Adulto
Alta Lucratividade;Frete OK;Pendente;619,115;Adulto
Lucratividade Normal;Frete OK;14;8,82;Adulto
Lucratividade Normal;Frete OK;2;182,552;Adulto
Alta Lucratividade;Frete OK;Pendente;236,607;Adulto
Lucratividade Normal;Frete OK;Pendente;92,82;Adulto
Lucratividade Normal;Frete OK;Pendente;162,6;Adulto
Alta Lucratividade;Frete OK;Pendente;1761,5;Jovem
Alta Lucratividade;Frete OK;Pendente;330,912;Jovem
Alta Lucratividade;Frete OK;Pendente;582,862;Jovem
Alta Lucratividade;Frete OK;25;1263,6;Adulto
Alta Lucratividade;Frete OK;Pendente;2003,85;Adulto
Lucratividade Normal;Frete OK;Pendente;505,8;Jovem
Alta Lucratividade;Frete OK;7;301,055;Adulto
Alta Lucratividade;Frete OK;3;762,705;Adulto
Lucratividade Normal;Frete OK;Pendente;127,278;Adulto
Lucratividade Normal;Frete OK;Pendente;98,464;Adulto
Alta Lucratividade;Frete OK;20;480,672;Adulto
Alta Lucratividade;Frete OK;25;1512,8;Adulto
Alta Lucratividade;Frete OK;3;643,68;Adulto
Alta Lucratividade;Frete OK;Pendente;484,398;Adulto
Alta Lucratividade;Frete OK;17;452,88;Adulto
Lucratividade Normal;Frete OK;Pendente;194,94;Adulto
Alta Lucratividade;Frete OK;4;820,971;Adulto
Lucratividade Normal;Auditar Frete;Pendente;16,05;Adulto
Lucratividade Normal;Frete OK;Pendente;294,768;Adulto
Alta Lucratividade;Frete OK;Pendente;529,488;Adulto
Alta Lucratividade;Frete OK;Pendente;571,41;Adulto
Lucratividade Normal;Frete OK;19;157,25;Adulto
Lucratividade Normal;Frete OK;4;109,752;Adulto
Alta Lucratividade;Frete OK;Pendente;1880;Adulto
Lucratividade Normal;Auditar Frete;Pendente;17,238;Jovem
Lucratividade Normal;Auditar Frete;15;14,418;Jovem
Lucratividade Normal;Frete OK;Pendente;118,446;Adulto
Alta Lucratividade;Frete OK;24;593,504;Jovem
Lucratividade Normal;Frete OK;Pendente;246,024;Adulto
Lucratividade Normal;Frete OK;Pendente;199,71;Jovem
Lucratividade Normal;Auditar Frete;Pendente;1,003;Adulto
Lucratividade Normal;Frete OK;16;139,954;Adulto
Lucratividade Normal;Frete OK;Pendente;224,77;Adulto
Alta Lucratividade;Frete OK;7;306,144;Adulto
Lucratividade Normal;Frete OK;7;518,75;Adulto
Lucratividade Normal;Frete OK;Pendente;342,5;Adulto
Lucratividade Normal;Auditar Frete;20;39,25;Adulto
Lucratividade Normal;Auditar Frete;Pendente;13,464;Adulto
Lucratividade Normal;Frete OK;23;620,25;Adulto
Alta Lucratividade;Frete OK;7;333,576;Adulto
Lucratividade Normal;Auditar Frete;Pendente;9,652;Adulto
Alta Lucratividade;Frete OK;Pendente;1487,5;Adulto
Alta Lucratividade;Frete OK;Pendente;346,494;Adulto
Lucratividade Normal;Frete OK;11;59,993;Adulto
Alta Lucratividade;Frete OK;Pendente;537,3;Adulto
Lucratividade Normal;Auditar Frete;19;41,496;Adulto
Lucratividade Normal;Frete OK;3;98,712;Adulto
Alta Lucratividade;Frete OK;13;561,6;Adulto
Lucratividade Normal;Frete OK;Pendente;69,53;Adulto
Lucratividade Normal;Frete OK;12;107,25;Adulto
Alta Lucratividade;Frete OK;14;278,46;Adulto
Lucratividade Normal;Auditar Frete;Pendente;69,1;Adulto
Lucratividade Normal;Auditar Frete;Pendente;53,712;Adulto
Alta Lucratividade;Frete OK;Pendente;456,62;Adulto
Alta Lucratividade;Frete OK;Pendente;291,72;Adulto
Lucratividade Normal;Frete OK;Pendente;138,586;Adulto
Lucratividade Normal;Auditar Frete;23;6,678;Adulto
Alta Lucratividade;Frete OK;19;935,9;Jovem
Lucratividade Normal;Frete OK;Pendente;280,2;Adulto
Alta Lucratividade;Frete OK;Pendente;243,105;Adulto
Alta Lucratividade;Frete OK;Pendente;431,053;Adulto
Alta Lucratividade;Frete OK;15;317,52;Adulto
Alta Lucratividade;Frete OK;Pendente;708,3;Adulto
Lucratividade Normal;Auditar Frete;Pendente;6,804;Jovem
Lucratividade Normal;Auditar Frete;17;23,868;Adulto
Alta Lucratividade;Frete OK;21;1298,4;Adulto
Alta Lucratividade;Frete OK;Pendente;1086;Adulto
Alta Lucratividade;Frete OK;Pendente;394,128;Adulto
Alta Lucratividade;Frete OK;Pendente;564,246;Jovem
Lucratividade Normal;Frete OK;Pendente;129,162;Adulto
Lucratividade Normal;Frete OK;3;154,944;Jovem
Lucratividade Normal;Frete OK;Pendente;280,75;Jovem
Alta Lucratividade;Frete OK;11;780,5;Adulto
Lucratividade Normal;Auditar Frete;Pendente;145,95;Adulto
Alta Lucratividade;Frete OK;6;490,86;Adulto
Lucratividade Normal;Frete OK;Pendente;68,796;Adulto
Alta Lucratividade;Frete OK;Pendente;307,8;Adulto
Alta Lucratividade;Frete OK;Pendente;522,234;Adulto
Alta Lucratividade;Frete OK;7;504,45;Adulto
Lucratividade Normal;Frete OK;Pendente;201,416;Adulto
Lucratividade Normal;Frete OK;Pendente;364,888;Adulto
Alta Lucratividade;Frete OK;15;1274,8;Adulto
Alta Lucratividade;Frete OK;21;548,352;Adulto
Lucratividade Normal;Frete OK;Pendente;195,12;Adulto
Alta Lucratividade;Frete OK;Pendente;283,157;Adulto
Lucratividade Normal;Frete OK;Pendente;58,633;Adulto
Lucratividade Normal;Frete OK;Pendente;118,932;Adulto
Lucratividade Normal;Frete OK;3;32,334;Adulto
Lucratividade Normal;Frete OK;Pendente;167,416;Adulto
Lucratividade Normal;Frete OK;Pendente;159,75;Adulto
Lucratividade Normal;Frete OK;10;68,76;Adulto
Lucratividade Normal;Frete OK;24;150,328;Adulto
Lucratividade Normal;Frete OK;Pendente;76,437;Jovem
Lucratividade Normal;Frete OK;4;180,576;Adulto
Lucratividade Normal;Frete OK;12;142,488;Adulto
Alta Lucratividade;Frete OK;Pendente;431,148;Adulto
Lucratividade Normal;Frete OK;11;161,5;Jovem
Lucratividade Normal;Frete OK;10;165,07;Adulto
Lucratividade Normal;Frete OK;5;49,68;Adulto
Lucratividade Normal;Frete OK;24;218,196;Adulto
Lucratividade Normal;Auditar Frete;Pendente;69,4;Adulto
Alta Lucratividade;Frete OK;9;525,654;Adulto
Alta Lucratividade;Frete OK;Pendente;278,16;Adulto
Lucratividade Normal;Frete OK;4;38,855;Adulto
Lucratividade Normal;Auditar Frete;8;51,493;Adulto
Lucratividade Normal;Frete OK;Pendente;277,508;Adulto
Alta Lucratividade;Frete OK;Pendente;215,859;Jovem
Lucratividade Normal;Frete OK;21;392,955;Adulto
Lucratividade Normal;Frete OK;7;50,825;Adulto
Alta Lucratividade;Frete OK;21;1190;Adulto
Lucratividade Normal;Frete OK;8;115,444;Jovem
Lucratividade Normal;Frete OK;Pendente;75,43;Jovem
Lucratividade Normal;Frete OK;Pendente;183,768;Adulto
Lucratividade Normal;Frete OK;4;76,228;Jovem
Lucratividade Normal;Auditar Frete;Pendente;24,894;Jovem
Alta Lucratividade;Frete OK;Pendente;496,128;Adulto
Lucratividade Normal;Frete OK;18;49,504;Adulto
